"Town","FIPS","Birth.Weight","Gestational.Age","Initiation.of.Prenatal.Care","Smoking.During.Pregnancy","Earliest.Data.Available"
"Burlington",900310100,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Burlington",900310100,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Burlington",900310100,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Burlington",900310100,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Canaan",900510940,"All","37 weeks or more","All","All","2014"
"Canaan",900510940,"All","37 weeks or more","All","No","2014"
"Canaan",900510940,"All","37 weeks or more","All","Unknown",NA
"Canaan",900510940,"All","37 weeks or more","All","Yes","2010-2014"
"Canaan",900510940,"All","37 weeks or more","First Trimester","All","2014"
"Canaan",900510940,"All","37 weeks or more","None","All",NA
"Canaan",900510940,"All","37 weeks or more","Second Trimester","All","2012-2014"
"Canaan",900510940,"All","37 weeks or more","Third Trimester","All","2010-2014"
"Canaan",900510940,"All","37 weeks or more","Unknown","All","2012-2014"
"Canaan",900510940,"All","All","All","All","2014"
"Canaan",900510940,"All","All","All","No","2014"
"Canaan",900510940,"All","All","All","Unknown",NA
"Canaan",900510940,"All","All","All","Yes","2012-2014"
"Canaan",900510940,"All","All","First Trimester","All","2014"
"Canaan",900510940,"All","All","None","All",NA
"Canaan",900510940,"All","All","Second Trimester","All","2012-2014"
"Canaan",900510940,"All","All","Third Trimester","All","2010-2014"
"Canaan",900510940,"All","All","Unknown","All","2012-2014"
"Canaan",900510940,"All","Gestational age unknown","All","All",NA
"Canaan",900510940,"All","Gestational age unknown","All","No",NA
"Canaan",900510940,"All","Gestational age unknown","All","Unknown",NA
"Canaan",900510940,"All","Gestational age unknown","All","Yes",NA
"Canaan",900510940,"All","Gestational age unknown","First Trimester","All",NA
"Canaan",900510940,"All","Gestational age unknown","None","All",NA
"Canaan",900510940,"All","Gestational age unknown","Second Trimester","All",NA
"Canaan",900510940,"All","Gestational age unknown","Third Trimester","All",NA
"Canaan",900510940,"All","Gestational age unknown","Unknown","All",NA
"Canaan",900510940,"All","Less than 37 weeks","All","All","2012-2014"
"Canaan",900510940,"All","Less than 37 weeks","All","No","2010-2014"
"Canaan",900510940,"All","Less than 37 weeks","All","Unknown",NA
"Canaan",900510940,"All","Less than 37 weeks","All","Yes","2012-2014"
"Canaan",900510940,"All","Less than 37 weeks","First Trimester","All","2012-2014"
"Canaan",900510940,"All","Less than 37 weeks","None","All",NA
"Canaan",900510940,"All","Less than 37 weeks","Second Trimester","All",NA
"Canaan",900510940,"All","Less than 37 weeks","Third Trimester","All",NA
"Canaan",900510940,"All","Less than 37 weeks","Unknown","All",NA
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","All","All","2012-2014"
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","All","No","2010-2014"
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2012-2014"
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All",NA
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Canaan",900510940,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","All","No",NA
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","All","Yes","2012-2014"
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2012-2014"
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Canaan",900510940,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Canterbury",901512130,"All","37 weeks or more","All","All","2014"
"Canterbury",901512130,"All","37 weeks or more","All","No","2014"
"Canterbury",901512130,"All","37 weeks or more","All","Unknown",NA
"Canterbury",901512130,"All","37 weeks or more","All","Yes","2014"
"Canterbury",901512130,"All","37 weeks or more","First Trimester","All","2014"
"Canterbury",901512130,"All","37 weeks or more","None","All",NA
"Canterbury",901512130,"All","37 weeks or more","Second Trimester","All","2014"
"Canterbury",901512130,"All","37 weeks or more","Third Trimester","All","2012-2014"
"Canterbury",901512130,"All","37 weeks or more","Unknown","All",NA
"Canterbury",901512130,"All","All","All","All","2014"
"Canterbury",901512130,"All","All","All","No","2014"
"Canterbury",901512130,"All","All","All","Unknown",NA
"Canterbury",901512130,"All","All","All","Yes","2014"
"Canterbury",901512130,"All","All","First Trimester","All","2014"
"Canterbury",901512130,"All","All","None","All",NA
"Canterbury",901512130,"All","All","Second Trimester","All","2014"
"Canterbury",901512130,"All","All","Third Trimester","All","2012-2014"
"Canterbury",901512130,"All","All","Unknown","All","2012-2014"
"Canterbury",901512130,"All","Gestational age unknown","All","All",NA
"Canterbury",901512130,"All","Gestational age unknown","All","No",NA
"Canterbury",901512130,"All","Gestational age unknown","All","Unknown",NA
"Canterbury",901512130,"All","Gestational age unknown","All","Yes",NA
"Canterbury",901512130,"All","Gestational age unknown","First Trimester","All",NA
"Canterbury",901512130,"All","Gestational age unknown","None","All",NA
"Canterbury",901512130,"All","Gestational age unknown","Second Trimester","All",NA
"Canterbury",901512130,"All","Gestational age unknown","Third Trimester","All",NA
"Canterbury",901512130,"All","Gestational age unknown","Unknown","All",NA
"Canterbury",901512130,"All","Less than 37 weeks","All","All","2014"
"Canterbury",901512130,"All","Less than 37 weeks","All","No","2014"
"Canterbury",901512130,"All","Less than 37 weeks","All","Unknown",NA
"Canterbury",901512130,"All","Less than 37 weeks","All","Yes","2012-2014"
"Canterbury",901512130,"All","Less than 37 weeks","First Trimester","All","2014"
"Canterbury",901512130,"All","Less than 37 weeks","None","All",NA
"Canterbury",901512130,"All","Less than 37 weeks","Second Trimester","All",NA
"Canterbury",901512130,"All","Less than 37 weeks","Third Trimester","All",NA
"Canterbury",901512130,"All","Less than 37 weeks","Unknown","All","2012-2014"
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","All","Yes","2012-2014"
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All",NA
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Canterbury",901512130,"Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","All","No","2014"
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2014"
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All",NA
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Canterbury",901512130,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Canton",900312270,"All","37 weeks or more","All","All","2014"
"Canton",900312270,"All","37 weeks or more","All","No","2014"
"Canton",900312270,"All","37 weeks or more","All","Unknown",NA
"Canton",900312270,"All","37 weeks or more","All","Yes","2014"
"Canton",900312270,"All","37 weeks or more","First Trimester","All","2014"
"Canton",900312270,"All","37 weeks or more","None","All",NA
"Canton",900312270,"All","37 weeks or more","Second Trimester","All","2014"
"Canton",900312270,"All","37 weeks or more","Third Trimester","All","2014"
"Canton",900312270,"All","37 weeks or more","Unknown","All","2012-2014"
"Canton",900312270,"All","All","All","All","2014"
"Canton",900312270,"All","All","All","No","2014"
"Canton",900312270,"All","All","All","Unknown",NA
"Canton",900312270,"All","All","All","Yes","2014"
"Canton",900312270,"All","All","First Trimester","All","2014"
"Canton",900312270,"All","All","None","All",NA
"Canton",900312270,"All","All","Second Trimester","All","2014"
"Canton",900312270,"All","All","Third Trimester","All","2014"
"Canton",900312270,"All","All","Unknown","All","2012-2014"
"Canton",900312270,"All","Gestational age unknown","All","All",NA
"Canton",900312270,"All","Gestational age unknown","All","No",NA
"Canton",900312270,"All","Gestational age unknown","All","Unknown",NA
"Canton",900312270,"All","Gestational age unknown","All","Yes",NA
"Canton",900312270,"All","Gestational age unknown","First Trimester","All",NA
"Canton",900312270,"All","Gestational age unknown","None","All",NA
"Canton",900312270,"All","Gestational age unknown","Second Trimester","All",NA
"Canton",900312270,"All","Gestational age unknown","Third Trimester","All",NA
"Canton",900312270,"All","Gestational age unknown","Unknown","All",NA
"Canton",900312270,"All","Less than 37 weeks","All","All","2014"
"Canton",900312270,"All","Less than 37 weeks","All","No","2014"
"Canton",900312270,"All","Less than 37 weeks","All","Unknown",NA
"Canton",900312270,"All","Less than 37 weeks","All","Yes","2010-2014"
"Canton",900312270,"All","Less than 37 weeks","First Trimester","All","2014"
"Canton",900312270,"All","Less than 37 weeks","None","All",NA
"Canton",900312270,"All","Less than 37 weeks","Second Trimester","All","2010-2014"
"Canton",900312270,"All","Less than 37 weeks","Third Trimester","All",NA
"Canton",900312270,"All","Less than 37 weeks","Unknown","All",NA
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","All","No","2014"
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","All","Yes","2014"
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","First Trimester","All","2014"
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","None","All",NA
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","Second Trimester","All","2010-2014"
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","Third Trimester","All",NA
"Canton",900312270,"Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","All","All","2010-2014"
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","All","No","2010-2014"
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","All","Yes",NA
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","First Trimester","All","2010-2014"
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","None","All",NA
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","Second Trimester","All","2010-2014"
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","Third Trimester","All",NA
"Canton",900312270,"Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"Chaplin",901513810,"All","37 weeks or more","All","All","2014"
"Chaplin",901513810,"All","37 weeks or more","All","No","2014"
"Chaplin",901513810,"All","37 weeks or more","All","Unknown",NA
"Chaplin",901513810,"All","37 weeks or more","All","Yes","2014"
"Chaplin",901513810,"All","37 weeks or more","First Trimester","All","2014"
"Chaplin",901513810,"All","37 weeks or more","None","All",NA
"Chaplin",901513810,"All","37 weeks or more","Second Trimester","All","2012-2014"
"Chaplin",901513810,"All","37 weeks or more","Third Trimester","All","2012-2014"
"Chaplin",901513810,"All","37 weeks or more","Unknown","All",NA
"Chaplin",901513810,"All","All","All","All","2014"
"Chaplin",901513810,"All","All","All","No","2014"
"Chaplin",901513810,"All","All","All","Unknown",NA
"Chaplin",901513810,"All","All","All","Yes","2014"
"Chaplin",901513810,"All","All","First Trimester","All","2014"
"Chaplin",901513810,"All","All","None","All",NA
"Chaplin",901513810,"All","All","Second Trimester","All","2012-2014"
"Chaplin",901513810,"All","All","Third Trimester","All","2012-2014"
"Chaplin",901513810,"All","All","Unknown","All",NA
"Chaplin",901513810,"All","Gestational age unknown","All","All",NA
"Chaplin",901513810,"All","Gestational age unknown","All","No",NA
"Chaplin",901513810,"All","Gestational age unknown","All","Unknown",NA
"Chaplin",901513810,"All","Gestational age unknown","All","Yes",NA
"Chaplin",901513810,"All","Gestational age unknown","First Trimester","All",NA
"Chaplin",901513810,"All","Gestational age unknown","None","All",NA
"Chaplin",901513810,"All","Gestational age unknown","Second Trimester","All",NA
"Chaplin",901513810,"All","Gestational age unknown","Third Trimester","All",NA
"Chaplin",901513810,"All","Gestational age unknown","Unknown","All",NA
"Chaplin",901513810,"All","Less than 37 weeks","All","All","2014"
"Chaplin",901513810,"All","Less than 37 weeks","All","No","2014"
"Chaplin",901513810,"All","Less than 37 weeks","All","Unknown",NA
"Chaplin",901513810,"All","Less than 37 weeks","All","Yes","2014"
"Chaplin",901513810,"All","Less than 37 weeks","First Trimester","All","2014"
"Chaplin",901513810,"All","Less than 37 weeks","None","All",NA
"Chaplin",901513810,"All","Less than 37 weeks","Second Trimester","All","2012-2014"
"Chaplin",901513810,"All","Less than 37 weeks","Third Trimester","All",NA
"Chaplin",901513810,"All","Less than 37 weeks","Unknown","All",NA
"Chaplin",901513810,"Low Birth Weight (under 2500 grams)","All","All","All","2014"
"Chaplin",901513810,"Low Birth Weight (under 2500 grams)","All","All","No","2010-2014"
