"Town","Birth.Weight","Gestational.Age","Mother.s.Education","Mother.s.Marital.Status","Earliest.Data.Available"
"East Haddam","All","37 weeks or more","All","Unmarried","2014"
"East Haddam","All","37 weeks or more","College (13-16 yrs)","All","2014"
"East Haddam","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"East Haddam","All","37 weeks or more","Less than 12 years","All","2014"
"East Haddam","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"East Haddam","All","37 weeks or more","Unknown","All",NA
"East Haddam","All","All","All","All","2014"
"East Haddam","All","All","All","Married","2014"
"East Haddam","All","All","All","Unknown",NA
"East Haddam","All","All","All","Unmarried","2014"
"East Haddam","All","All","College (13-16 yrs)","All","2014"
"East Haddam","All","All","High School (12 yrs or GED)","All","2014"
"East Haddam","All","All","Less than 12 years","All","2014"
"East Haddam","All","All","Post-College (17 or more yrs)","All","2014"
"East Haddam","All","All","Unknown","All","2012-2014"
"East Haddam","All","Gestational age unknown","All","All","2012-2014"
"East Haddam","All","Gestational age unknown","All","Married","2012-2014"
"East Haddam","All","Gestational age unknown","All","Unknown",NA
"East Haddam","All","Gestational age unknown","All","Unmarried",NA
"East Haddam","All","Gestational age unknown","College (13-16 yrs)","All",NA
"East Haddam","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"East Haddam","All","Gestational age unknown","Less than 12 years","All",NA
"East Haddam","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"East Haddam","All","Gestational age unknown","Unknown","All","2012-2014"
"East Haddam","All","Less than 37 weeks","All","All","2014"
"East Haddam","All","Less than 37 weeks","All","Married","2014"
"East Haddam","All","Less than 37 weeks","All","Unknown",NA
"East Haddam","All","Less than 37 weeks","All","Unmarried","2014"
"East Haddam","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"East Haddam","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"East Haddam","All","Less than 37 weeks","Less than 12 years","All",NA
"East Haddam","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"East Haddam","All","Less than 37 weeks","Unknown","All","2012-2014"
"East Haddam","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"East Haddam","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"East Haddam","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"East Haddam","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2012-2014"
"East Haddam","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"East Haddam","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"East Haddam","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All",NA
"East Haddam","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"East Haddam","Low Birth Weight (under 2500 grams)","All","Unknown","All","2012-2014"
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","All","All","2012-2014"
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried",NA
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All",NA
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All",NA
"East Haddam","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"East Hampton","All","37 weeks or more","All","All","2014"
"East Hampton","All","37 weeks or more","All","Married","2014"
"East Hampton","All","37 weeks or more","All","Unknown",NA
"East Hampton","All","37 weeks or more","All","Unmarried","2014"
"East Hampton","All","37 weeks or more","College (13-16 yrs)","All","2014"
"East Hampton","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"East Hampton","All","37 weeks or more","Less than 12 years","All","2012-2014"
"East Hampton","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"East Hampton","All","37 weeks or more","Unknown","All",NA
"East Hampton","All","All","All","All","2014"
"East Hampton","All","All","All","Married","2014"
"East Hampton","All","All","All","Unknown",NA
"East Hampton","All","All","All","Unmarried","2014"
"East Hampton","All","All","College (13-16 yrs)","All","2014"
"East Hampton","All","All","High School (12 yrs or GED)","All","2014"
"East Hampton","All","All","Less than 12 years","All","2012-2014"
"East Hampton","All","All","Post-College (17 or more yrs)","All","2014"
"East Hampton","All","All","Unknown","All",NA
"East Hampton","All","Gestational age unknown","All","All","2010-2014"
"East Hampton","All","Gestational age unknown","All","Married","2010-2014"
"East Hampton","All","Gestational age unknown","All","Unknown",NA
"East Hampton","All","Gestational age unknown","All","Unmarried",NA
"East Hampton","All","Gestational age unknown","College (13-16 yrs)","All",NA
"East Hampton","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"East Hampton","All","Gestational age unknown","Less than 12 years","All",NA
"East Hampton","All","Gestational age unknown","Post-College (17 or more yrs)","All","2010-2014"
"East Hampton","All","Gestational age unknown","Unknown","All",NA
"East Hampton","All","Less than 37 weeks","All","All","2014"
"East Hampton","All","Less than 37 weeks","All","Married","2014"
"East Hampton","All","Less than 37 weeks","All","Unknown",NA
"East Hampton","All","Less than 37 weeks","All","Unmarried","2014"
"East Hampton","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"East Hampton","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"East Hampton","All","Less than 37 weeks","Less than 12 years","All","2010-2014"
"East Hampton","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"East Hampton","All","Less than 37 weeks","Unknown","All",NA
"East Hampton","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"East Hampton","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"East Hampton","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"East Hampton","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"East Hampton","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"East Hampton","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2012-2014"
"East Hampton","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2012-2014"
"East Hampton","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"East Hampton","Low Birth Weight (under 2500 grams)","All","Unknown","All",NA
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","All","Married","2012-2014"
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2012-2014"
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All",NA
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All",NA
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2014"
"East Hampton","Very Low Birth Weight (under 1500 grams)","All","Unknown","All",NA
"East Hartford","All","37 weeks or more","All","All","2014"
"East Hartford","All","37 weeks or more","All","Married","2014"
"East Hartford","All","37 weeks or more","All","Unknown",NA
"East Hartford","All","37 weeks or more","All","Unmarried","2014"
"East Hartford","All","37 weeks or more","College (13-16 yrs)","All","2014"
"East Hartford","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"East Hartford","All","37 weeks or more","Less than 12 years","All","2014"
"East Hartford","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"East Hartford","All","37 weeks or more","Unknown","All","2014"
"East Hartford","All","All","All","All","2014"
"East Hartford","All","All","All","Married","2014"
"East Hartford","All","All","All","Unknown","2010-2014"
"East Hartford","All","All","All","Unmarried","2014"
"East Hartford","All","All","College (13-16 yrs)","All","2014"
"East Hartford","All","All","High School (12 yrs or GED)","All","2014"
"East Hartford","All","All","Less than 12 years","All","2014"
"East Hartford","All","All","Post-College (17 or more yrs)","All","2014"
"East Hartford","All","All","Unknown","All","2014"
"East Hartford","All","Gestational age unknown","All","All","2012-2014"
"East Hartford","All","Gestational age unknown","All","Married",NA
"East Hartford","All","Gestational age unknown","All","Unknown","2010-2014"
"East Hartford","All","Gestational age unknown","All","Unmarried","2012-2014"
"East Hartford","All","Gestational age unknown","College (13-16 yrs)","All","2012-2014"
"East Hartford","All","Gestational age unknown","High School (12 yrs or GED)","All","2012-2014"
"East Hartford","All","Gestational age unknown","Less than 12 years","All",NA
"East Hartford","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"East Hartford","All","Gestational age unknown","Unknown","All","2010-2014"
"East Hartford","All","Less than 37 weeks","All","All","2014"
"East Hartford","All","Less than 37 weeks","All","Married","2014"
"East Hartford","All","Less than 37 weeks","All","Unknown",NA
"East Hartford","All","Less than 37 weeks","All","Unmarried","2014"
"East Hartford","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"East Hartford","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
"East Hartford","All","Less than 37 weeks","Less than 12 years","All","2014"
"East Hartford","All","Less than 37 weeks","Post-College (17 or more yrs)","All","2014"
"East Hartford","All","Less than 37 weeks","Unknown","All","2014"
"East Hartford","Low Birth Weight (under 2500 grams)","All","All","All","2014"
"East Hartford","Low Birth Weight (under 2500 grams)","All","All","Married","2014"
"East Hartford","Low Birth Weight (under 2500 grams)","All","All","Unknown",NA
"East Hartford","Low Birth Weight (under 2500 grams)","All","All","Unmarried","2014"
"East Hartford","Low Birth Weight (under 2500 grams)","All","College (13-16 yrs)","All","2014"
"East Hartford","Low Birth Weight (under 2500 grams)","All","High School (12 yrs or GED)","All","2014"
"East Hartford","Low Birth Weight (under 2500 grams)","All","Less than 12 years","All","2014"
"East Hartford","Low Birth Weight (under 2500 grams)","All","Post-College (17 or more yrs)","All","2014"
"East Hartford","Low Birth Weight (under 2500 grams)","All","Unknown","All","2014"
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","All","All","2014"
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","All","Married","2014"
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","All","Unknown",NA
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","All","Unmarried","2014"
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","College (13-16 yrs)","All","2014"
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","High School (12 yrs or GED)","All","2014"
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","Less than 12 years","All","2012-2014"
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","Post-College (17 or more yrs)","All","2014"
"East Hartford","Very Low Birth Weight (under 1500 grams)","All","Unknown","All","2014"
"East Haven","All","37 weeks or more","All","All","2014"
"East Haven","All","37 weeks or more","All","Married","2014"
"East Haven","All","37 weeks or more","All","Unknown",NA
"East Haven","All","37 weeks or more","All","Unmarried","2014"
"East Haven","All","37 weeks or more","College (13-16 yrs)","All","2014"
"East Haven","All","37 weeks or more","High School (12 yrs or GED)","All","2014"
"East Haven","All","37 weeks or more","Less than 12 years","All","2014"
"East Haven","All","37 weeks or more","Post-College (17 or more yrs)","All","2014"
"East Haven","All","37 weeks or more","Unknown","All","2014"
"East Haven","All","All","All","All","2014"
"East Haven","All","All","All","Married","2014"
"East Haven","All","All","All","Unknown",NA
"East Haven","All","All","All","Unmarried","2014"
"East Haven","All","All","College (13-16 yrs)","All","2014"
"East Haven","All","All","High School (12 yrs or GED)","All","2014"
"East Haven","All","All","Less than 12 years","All","2014"
"East Haven","All","All","Post-College (17 or more yrs)","All","2014"
"East Haven","All","All","Unknown","All","2014"
"East Haven","All","Gestational age unknown","All","All","2012-2014"
"East Haven","All","Gestational age unknown","All","Married","2012-2014"
"East Haven","All","Gestational age unknown","All","Unknown",NA
"East Haven","All","Gestational age unknown","All","Unmarried","2012-2014"
"East Haven","All","Gestational age unknown","College (13-16 yrs)","All","2012-2014"
"East Haven","All","Gestational age unknown","High School (12 yrs or GED)","All",NA
"East Haven","All","Gestational age unknown","Less than 12 years","All",NA
"East Haven","All","Gestational age unknown","Post-College (17 or more yrs)","All",NA
"East Haven","All","Gestational age unknown","Unknown","All","2012-2014"
"East Haven","All","Less than 37 weeks","All","All","2014"
"East Haven","All","Less than 37 weeks","All","Married","2014"
"East Haven","All","Less than 37 weeks","All","Unknown",NA
"East Haven","All","Less than 37 weeks","All","Unmarried","2014"
"East Haven","All","Less than 37 weeks","College (13-16 yrs)","All","2014"
"East Haven","All","Less than 37 weeks","High School (12 yrs or GED)","All","2014"
